"x"
393.57
314.84
341.93
375.91
368.37
353.49
396.42
419.65
418.46
409.35
417.51
386.85
398.8
393.99
416.26
448.57
517.17
407.67
434.05
433.85
443.33
468.19
499.02
464.71
411.07
412.09
443.56
472.33
461.28
518.8
452.02
441.03
446.22
458.78
457.57
461.49
458.95
444.1
450.71
441.94
460.15
489.4
470.14
508.08
499.71
449.9
482.17
476.94
453.27
457.89
498.08
492.4
440
432.3
478.58
464.49
537.51
507.71
435.73
447.24
443.13
519.99
468.69
452.46
466.98
479.71
456.29
464.26
447.97
485.63
469.54
467.97
460.18
414.14
443.16
502.24
500.34
451.39
448.15
437.48
421.53
431.51
433.73
388.34
377.64
384.14
407.11
380.58
423.96
419.17
404.7
404.59
454.15
444.6
456.51
480.15
472.29
484.86
579.13
659.48
552.64
485.42
454.47
497.33
524.19
560.99
539.59
536.81
508.51
503.35
519.41
517.63
576.26
576.5
514.5
518.78
578.85
617.59
598.98
577.59
570.52
576.69
524.29
530.57
548.55
525.58
544.92
546.51
554.05
507.61
567.5
578.96
526.12
545.03
547.15
538.33
529.35
491.73
472.08
482.43
504.73
488.85
462.92
435.79
431.61
565.98
569.37
576.41
581.06
572.88
497.1
536
579.93
554.62
529.73
552.09
560.13
510.78
502.88
427.69
457.43
533.44
499.69
486.54
435.35
494.69
524.33
482.79
468.09
467.81
508.89
444.52
459.84
486.38
466.24
475.63
479.81
450.2
474.1
529.77
544.23
543.14
555.64
516.96
525.77
438.51
514.44
533.39
558.05
598.7
584.86
573.24
550.52
567.35
587.09
602.73
571.51
583.88
578.52
567.55
607.42
617.32
653.15
644.59
665.95
594.4
561.7
611.8
607.98
606.18
618.02
571.41
530.08
528.41
666.4
627.37
646.66
693.93
682.21
672.23
651.93
643.96
627.6
582.88
586.39
608.4
566.44
574.15
646.42
717.6
687.88
751.36
668.08
687.5
656.73
704.52
708.33
690.11
680.47
799.65
700.86
692.75
692.03
702.15
726.48
702.84
736.38
714.73
679.32
745.04
660.97
713.45
734.76
733.93
717.66
703.31
736.06
709.22
701.1
820.91
768.6
763.29
727.69
793.76
761.85
808.3
701.15
761.92
791.34
724.32
789.32
750.07
730.54
765.71
861.67
818.34
663.8
708.39
595.85
746.96
646.84
712.73
711.87
655.28
666.84
657.4
715.97
701.18
746.65
706.99
694.19
766.77
679.15
693.99
860.82
653.73
607.05
703.2
828.75
833.25
728.21
700.94
624.08
647.27
642.45
645.19
510.75
361.66
678.45
642.48
630.63
454.2
537.76
551.61
577.68
558.91
516.76
543.6
529.27
544.14
541.1
553.58
568.87
604.51
598.63
533.69
544.11
594.01
617.04
576.99
516.91
541.04
575.08
524.95
518.84
528.76
553.32
593.73
629.45
572.81
585.59
632.1
644.55
658.33
623.35
644.73
633.02
604.66
554.17
530.58
514.9
523.32
539.62
522.29
543.81
508.31
498.01
490.78
541.48
499.6
555.98
495.89
534.23
508.51
437.01
457.42
428.3
478.03
550.55
609.23
526.73
